Name,Source ID,Uses,Status,Reason,Brief family,Saved brief,Component briefs,Progression URL,Reference URL
Mountain Landscape Picture Icon,f4ded89f-6648-403c-8ccd-44e3dda750ea,13,skip,container,,,"[{""role"": ""main_brief"", ""description"": ""A rounded square photo frame. Leave the image area blank."", ""family"": ""container"", ""name"": ""Blank Photo Frame""}, {""role"": ""sub_brief"", ""description"": ""Two mountain peaks and a round sun above. Complete the landscape independently without the frame."", ""family"": ""sub"", ""name"": ""Mountain Landscape""}]",http://localhost:8000/gallery/primitives.html?status=all&q=f4ded89f-6648-403c-8ccd-44e3dda750ea,http://localhost:8000/gallery/combination-originals/f4ded89f-6648-403c-8ccd-44e3dda750ea.svg
Movie Play Clapperboard,157c8513-84c8-4095-a71f-ec04c857771a,1,skip,container,,,"[{""role"": ""main_brief"", ""description"": ""A rounded rectangular clapperboard with a narrow top band and diagonal stripe. Leave the lower face blank."", ""family"": ""container"", ""name"": ""Blank Clapperboard""}, {""role"": ""sub_brief"", ""description"": ""An outlined right-pointing triangle."", ""family"": ""sub"", ""name"": ""Play Triangle""}]",http://localhost:8000/gallery/primitives.html?status=all&q=157c8513-84c8-4095-a71f-ec04c857771a,http://localhost:8000/gallery/combination-originals/157c8513-84c8-4095-a71f-ec04c857771a.svg
Natural Organic Plant Leaf,1157517b-90dd-480d-990d-dd252676e00e,4,todo,,solo,"# Natural Organic Plant Leaf

Source UUID: 1157517b-90dd-480d-990d-dd252676e00e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/leaf right_1157517b-90dd-480d-990d-dd252676e00e.svg
Catalog path: other/leaf right_1157517b-90dd-480d-990d-dd252676e00e.svg

# Leaf

- concept: Leaf
- icon_id: leaf-solo
- family: solo
- description: A broad teardrop-shaped leaf points upper-right, with a rounded lower-left base. A diagonal central vein continues beyond that base as a short stem.
- tags: leaf, plant, foliage, nature, stem, vein, organic, botanical

Source UUID: 1157517b-90dd-480d-990d-dd252676e00e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/leaf right_1157517b-90dd-480d-990d-dd252676e00e.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-07/png/21@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-07/png/21@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo leaf-solo. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=1157517b-90dd-480d-990d-dd252676e00e,http://localhost:8000/gallery/combination-originals/1157517b-90dd-480d-990d-dd252676e00e.svg
Nautical Ship Steering Wheel,2ff122ea-615a-43a4-98d6-4efda67be0a5,1,todo,,solo,"# Round Cell with Radial Projections

- icon_id: round-cell-with-radial-projections
- family: solo
- description: A round outer cell boundary surrounds a smaller central circle. Six straight projections extend from the perimeter, with vertical upper and lower spokes and two diagonal pairs.
- tags: cell, nucleus, radial, microscopic, biology, microbe

- source_uuid: 2ff122ea-615a-43a4-98d6-4efda67be0a5
- reference_path: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/health/bacteria_2ff122ea-615a-43a4-98d6-4efda67be0a5.svg
- source: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-09/sources/bacteria_2ff122ea-615a-43a4-98d6-4efda67be0a5-035415d53175/bacteria_2ff122ea-615a-43a4-98d6-4efda67be0a5.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-09/43@320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-09/43@48.png

Authoring handoff: $icon-solo (48×48).

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.

Review hold / open question: The gallery calls this a ship wheel, but the original filename identifies bacteria and the visible form lacks a wheel rim with internal spokes. Preserve the radial cell draft and resolve the conflicting naming before generation.
Do not generate until this interpretation is reviewed.",,http://localhost:8000/gallery/primitives.html?status=all&q=2ff122ea-615a-43a4-98d6-4efda67be0a5,http://localhost:8000/gallery/combination-originals/2ff122ea-615a-43a4-98d6-4efda67be0a5.svg
No Stain Symbol,cdcbaa25-e2de-4eba-bda2-3a33deeae5f4,1,skip,combination,,,"[{""role"": ""main_brief"", ""description"": ""An irregular rounded splash or stain silhouette. Complete the outline without the slash."", ""family"": ""solo"", ""name"": ""Stain""}, {""role"": ""sub_brief"", ""description"": ""A diagonal slash descending from top-left to bottom-right."", ""family"": ""sub"", ""name"": ""Diagonal Slash""}]",http://localhost:8000/gallery/primitives.html?status=all&q=cdcbaa25-e2de-4eba-bda2-3a33deeae5f4,http://localhost:8000/gallery/combination-originals/cdcbaa25-e2de-4eba-bda2-3a33deeae5f4.svg
Octagon with Upward Arrow,1d212fbb-810b-4031-893b-526296e01048,1,skip,combination,,,"[{""role"": ""main_brief"", ""description"": ""An empty octagonal enclosure."", ""family"": ""container"", ""name"": ""Empty Octagon""}, {""role"": ""sub_brief"", ""description"": ""A straight upward-pointing arrow."", ""family"": ""sub"", ""name"": ""Up Arrow""}]",http://localhost:8000/gallery/primitives.html?status=all&q=1d212fbb-810b-4031-893b-526296e01048,http://localhost:8000/gallery/combination-originals/1d212fbb-810b-4031-893b-526296e01048.svg
Pacman Video Game Character,d162e891-6c21-47e5-ab18-e1fc863c5dc5,1,todo,,solo,"# Pac-Man with Angular Mouth

- source_uuid: d162e891-6c21-47e5-ab18-e1fc863c5dc5
- source: pictographic-primitives/video-games/batch-08/pacman_d162e891-6c21-47e5-ab18-e1fc863c5dc5.svg
- original: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/video-games/pacman_d162e891-6c21-47e5-ab18-e1fc863c5dc5.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/fixed-last-page/20260917-third-50/png/45-320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/fixed-last-page/20260917-third-50/png/45-48.png

- icon_id: pac-man-with-angular-mouth
- family: solo
- description: A circular Pac-Man character faces right with a deep angular wedge-shaped mouth. A tiny dot eye sits above the mouth in the upper-left portion of the remaining circular body.
- tags: pacman, arcade, game, mouth, circle, eye, character, retro

Run $icon-solo for this standalone subject at 48×48 when generation is separately requested.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=d162e891-6c21-47e5-ab18-e1fc863c5dc5,http://localhost:8000/gallery/combination-originals/d162e891-6c21-47e5-ab18-e1fc863c5dc5.svg
Paragraph Text Tool,73c9c828-e821-4ad7-b187-92724a7bdd13,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=73c9c828-e821-4ad7-b187-92724a7bdd13,http://localhost:8000/gallery/combination-originals/73c9c828-e821-4ad7-b187-92724a7bdd13.svg
Person Digging with Shovel,15a300e5-b82d-4912-8a2a-869d03bdf837,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=15a300e5-b82d-4912-8a2a-869d03bdf837,http://localhost:8000/gallery/combination-originals/15a300e5-b82d-4912-8a2a-869d03bdf837.svg
Person Downhill Skiing,5a60755a-84e0-4d24-9372-1ab838965a3f,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=5a60755a-84e0-4d24-9372-1ab838965a3f,http://localhost:8000/gallery/combination-originals/5a60755a-84e0-4d24-9372-1ab838965a3f.svg
Person Height Measurement,f5bb45ce-8088-4165-b7f4-501e02553fd8,1,skip,combination,sub,"# Reference brief: person with ruler_f5bb45ce-8088-4165-b7f4-501e02553fd8.svg

Source: pictographic-primitives/state/person with ruler_f5bb45ce-8088-4165-b7f4-501e02553fd8.svg
Source ID: f5bb45ce-8088-4165-b7f4-501e02553fd8
Requested standalone family: sub
Classification: standalone

A coherent standalone subject with no independently applied enclosure or modifier.

# Person Beside Height Ruler

- icon_id: person-beside-height-ruler
- family: sub
- tags: person, beside, height, ruler, front, facing, round, head
- Source: pictographic-primitives/state/person with ruler_f5bb45ce-8088-4165-b7f4-501e02553fd8.svg
- Source ID: f5bb45ce-8088-4165-b7f4-501e02553fd8

A front-facing person with a round head and plain short-sleeved torso stands beside a tall ruler. Three short measuring ticks project inward from the ruler's right edge.

$icon-sub person-beside-height-ruler

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.","[{""role"": ""main_brief"", ""description"": ""A front-facing standing figure with a circular head and simple body."", ""family"": ""solo"", ""name"": ""Standing Person""}, {""role"": ""sub_brief"", ""description"": ""An upright rounded rectangular ruler with three short ticks along its right edge."", ""family"": ""sub"", ""name"": ""Height Ruler""}]",http://localhost:8000/gallery/primitives.html?status=all&q=f5bb45ce-8088-4165-b7f4-501e02553fd8,http://localhost:8000/gallery/combination-originals/f5bb45ce-8088-4165-b7f4-501e02553fd8.svg
Person in Car Seat,6ecd4032-1f65-4fa1-8af7-1cf770b292d3,1,todo,,sub,"# Reference brief: person with seat_6ecd4032-1f65-4fa1-8af7-1cf770b292d3.svg

Source: pictographic-primitives/state/person with seat_6ecd4032-1f65-4fa1-8af7-1cf770b292d3.svg
Source ID: 6ecd4032-1f65-4fa1-8af7-1cf770b292d3
Requested standalone family: sub
Classification: standalone

A coherent standalone subject with no independently applied enclosure or modifier.

# Seated Person

- icon_id: seated-person-sub
- family: sub
- tags: seated, person, round, head, floats, reclining, body, suggested
- Source: pictographic-primitives/state/person with seat_6ecd4032-1f65-4fa1-8af7-1cf770b292d3.svg
- Source ID: 6ecd4032-1f65-4fa1-8af7-1cf770b292d3

A round head floats above a reclining body suggested by a bent arm and sloping leg. A broad curved seat supports the figure, with a tall left back and rounded front.

$icon-sub seated-person-sub

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=6ecd4032-1f65-4fa1-8af7-1cf770b292d3,http://localhost:8000/gallery/combination-originals/6ecd4032-1f65-4fa1-8af7-1cf770b292d3.svg
Person Looking at Information Stand,eea8ca50-446e-430e-a8d9-e9f719afa8b6,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=eea8ca50-446e-430e-a8d9-e9f719afa8b6,http://localhost:8000/gallery/combination-originals/eea8ca50-446e-430e-a8d9-e9f719afa8b6.svg
Person Rock Climbing,c63b6ce9-917b-4f7e-a312-f05bbdf42679,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=c63b6ce9-917b-4f7e-a312-f05bbdf42679,http://localhost:8000/gallery/combination-originals/c63b6ce9-917b-4f7e-a312-f05bbdf42679.svg
Person Scaling a Rock Wall,64bc05d2-25cd-4e18-83c2-a00814ef966b,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=64bc05d2-25cd-4e18-83c2-a00814ef966b,http://localhost:8000/gallery/combination-originals/64bc05d2-25cd-4e18-83c2-a00814ef966b.svg
Person Walking Forward,7ce62344-aeae-474c-9800-f2104921b059,2,todo,,solo,"# Walking Person

- source_uuid: 7ce62344-aeae-474c-9800-f2104921b059
- source: pictographic-primitives/wayfinding/walking_7ce62344-aeae-474c-9800-f2104921b059.svg
- original: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/wayfinding/walking_7ce62344-aeae-474c-9800-f2104921b059.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/fixed-last-page/20260917-31/png/20-320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/fixed-last-page/20260917-31/png/20-48.png

- icon_id: walking-person-reference-7ce62344
- family: solo
- description: A person with a circular head strides toward the right in a spare line drawing. Sloping shoulders connect to loosely swung arms, while two long separated legs end in short curved feet.
- tags: person, walking, pedestrian, stroll, movement, travel, wayfinding, human

Run $icon-solo for this standalone subject at 48×48 when generation is separately requested.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=7ce62344-aeae-474c-9800-f2104921b059,http://localhost:8000/gallery/combination-originals/7ce62344-aeae-474c-9800-f2104921b059.svg
Person with Presentation Board,9fa20be8-04fc-4e2a-a019-e3c81b35c5a7,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=9fa20be8-04fc-4e2a-a019-e3c81b35c5a7,http://localhost:8000/gallery/combination-originals/9fa20be8-04fc-4e2a-a019-e3c81b35c5a7.svg
Pie Chart and Growth Arrow,f82a9a59-0712-48ad-b67b-ef47e7c946ad,2,skip,combination,,,"[{""role"": ""main_brief"", ""description"": ""A complete circular pie chart with a small upper-right sector marked by two radial lines. Complete the outer circle; exclude the trend arrow."", ""family"": ""solo"", ""name"": ""Pie chart""}, {""role"": ""sub_brief"", ""description"": ""A line that rises, dips, then rises to an arrowhead at the upper right. Exclude the main subject and chart axes."", ""family"": ""sub"", ""name"": ""Rising trend arrow""}]",http://localhost:8000/gallery/primitives.html?status=all&q=f82a9a59-0712-48ad-b67b-ef47e7c946ad,http://localhost:8000/gallery/combination-originals/f82a9a59-0712-48ad-b67b-ef47e7c946ad.svg
Pie Chart with Text Summary,ae146d04-dcf5-4d2f-b306-71d0613e6dce,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=ae146d04-dcf5-4d2f-b306-71d0613e6dce,http://localhost:8000/gallery/combination-originals/ae146d04-dcf5-4d2f-b306-71d0613e6dce.svg
Plus Minus Symbol,81b9a65e-38c0-48f5-8dea-bf51b80889cf,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=81b9a65e-38c0-48f5-8dea-bf51b80889cf,http://localhost:8000/gallery/combination-originals/81b9a65e-38c0-48f5-8dea-bf51b80889cf.svg
Plus One Symbol,014b4126-429a-4160-8632-9d676a0117a8,2,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=014b4126-429a-4160-8632-9d676a0117a8,http://localhost:8000/gallery/combination-originals/014b4126-429a-4160-8632-9d676a0117a8.svg
PM 2.5 Air Quality,8b0a9ddc-8697-4997-850a-98781ee56225,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=8b0a9ddc-8697-4997-850a-98781ee56225,http://localhost:8000/gallery/combination-originals/8b0a9ddc-8697-4997-850a-98781ee56225.svg
Professional Business Briefcase,e756308e-0744-49f8-9b09-d1933550ea61,1,todo,,solo,"# Business Briefcase

- icon_id: business-briefcase
- family: solo
- description: A wide rectangular briefcase has softly rounded corners and a raised rounded handle centered above it. A horizontal flap seam crosses the body, with a short vertical clasp descending from its midpoint.
- tags: briefcase, business, case, bag, handle, work

- source_uuid: e756308e-0744-49f8-9b09-d1933550ea61
- reference_path: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/business/briefcase_e756308e-0744-49f8-9b09-d1933550ea61.svg
- source: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot/sources/briefcase_e756308e-0744-49f8-9b09-d1933550ea61-822a876912a0/briefcase_e756308e-0744-49f8-9b09-d1933550ea61.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot/15@320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot/15@48.png

Authoring handoff: $icon-solo (48×48).

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=e756308e-0744-49f8-9b09-d1933550ea61,http://localhost:8000/gallery/combination-originals/e756308e-0744-49f8-9b09-d1933550ea61.svg
Prohibition Sign Symbol,ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,8,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf,http://localhost:8000/gallery/combination-originals/ea16df49-fc08-4bf0-8bb3-41d6a1fb33cf.svg
Quill Pen and Inkwell,610efb6f-0e7e-481b-b2a4-7e9873ef369d,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=610efb6f-0e7e-481b-b2a4-7e9873ef369d,http://localhost:8000/gallery/combination-originals/610efb6f-0e7e-481b-b2a4-7e9873ef369d.svg
Remove User Profile,cfe24e77-2c14-441c-9e16-a3507e8a0079,1,skip,combination,,,"[{""role"": ""main_brief"", ""description"": ""A front-facing user with a round head and curved shoulders. Complete the bust without modifiers."", ""family"": ""solo"", ""name"": ""User Bust""}, {""role"": ""sub_brief"", ""description"": ""A single horizontal minus sign."", ""family"": ""sub"", ""name"": ""Minus Sign""}]",http://localhost:8000/gallery/primitives.html?status=all&q=cfe24e77-2c14-441c-9e16-a3507e8a0079,http://localhost:8000/gallery/combination-originals/cfe24e77-2c14-441c-9e16-a3507e8a0079.svg
Rising Hot Steam Waves,f373133d-7144-4071-b8d3-1de535383f54,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=f373133d-7144-4071-b8d3-1de535383f54,http://localhost:8000/gallery/combination-originals/f373133d-7144-4071-b8d3-1de535383f54.svg
Search Magnifying Glass,9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,8,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=9f1aeae0-d56e-4c60-8db2-c377d1b6ef06,http://localhost:8000/gallery/combination-originals/9f1aeae0-d56e-4c60-8db2-c377d1b6ef06.svg
Selection List With Checkmark,61d959f7-97b7-46a5-94a0-ea37d640fb9c,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=61d959f7-97b7-46a5-94a0-ea37d640fb9c,http://localhost:8000/gallery/combination-originals/61d959f7-97b7-46a5-94a0-ea37d640fb9c.svg
Seven Pointed Cannabis Leaf,8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1,5,todo,,solo,"# Cannabis Leaf

- icon_id: cannabis-leaf
- family: solo
- description: A leaf has five pointed lobes radiating from one center, with a tall central lobe and two progressively lower pairs. The lower lobes curve inward to a short stem sweeping down-left.
- tags: cannabis, leaf, plant, foliage, botanical, hemp

- source_uuid: 8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1
- reference_path: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/cannabis/cannabis_8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1.svg
- source: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot/sources/cannabis_8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1-851bd201fd12/cannabis_8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot/19@320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot/19@48.png

Authoring handoff: $icon-solo (48×48).

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1,http://localhost:8000/gallery/combination-originals/8a80ee4f-5c0f-47e3-8f69-d4a34318a6b1.svg
Seventy Percent Symbol,2db006bf-b601-494c-82f0-ad85cdab5beb,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=2db006bf-b601-494c-82f0-ad85cdab5beb,http://localhost:8000/gallery/combination-originals/2db006bf-b601-494c-82f0-ad85cdab5beb.svg
Simple Access Key Symbol,8d4e51db-4d2a-4285-a400-fd2f7b20a987,9,todo,,solo,"# Horizontal Access Key

- source_uuid: 8d4e51db-4d2a-4285-a400-fd2f7b20a987
- source: pictographic-primitives/video-games/batch-05/key_8d4e51db-4d2a-4285-a400-fd2f7b20a987.svg
- original: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/video-games/key_8d4e51db-4d2a-4285-a400-fd2f7b20a987.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/fixed-last-page/20260917-third-50/png/16-320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/fixed-last-page/20260917-third-50/png/16-48.png

- icon_id: horizontal-access-key
- family: solo
- description: A large circular key bow joins a short horizontal shaft pointing right. The shaft ends in an angled tip and has two rounded lower teeth separated by a small pointed notch.
- tags: key, access, lock, shaft, teeth, bow, security, tool

Run $icon-solo for this standalone subject at 48×48 when generation is separately requested.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=8d4e51db-4d2a-4285-a400-fd2f7b20a987,http://localhost:8000/gallery/combination-originals/8d4e51db-4d2a-4285-a400-fd2f7b20a987.svg
Simple Home Building Symbol,1de511b3-0217-41f6-9f83-4f718aa3d83a,28,todo,,solo,"# House with Interior Door Stroke

- icon_id: house-with-interior-door-stroke
- family: solo
- description: A front-facing house has a steep peaked roof with overhanging eaves, straight upright walls, and a flat base. A short isolated upright stroke marks the center of the otherwise blank facade.
- tags: house, home, roof, building, facade, door

- source_uuid: 1de511b3-0217-41f6-9f83-4f718aa3d83a
- reference_path: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/interface-essential/house_1de511b3-0217-41f6-9f83-4f718aa3d83a.svg
- source: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-18/sources/house_1de511b3-0217-41f6-9f83-4f718aa3d83a-ee9ef8d3552e/house_1de511b3-0217-41f6-9f83-4f718aa3d83a.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-18/16@320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-18/16@48.png

Authoring handoff: $icon-solo (48×48).

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=1de511b3-0217-41f6-9f83-4f718aa3d83a,http://localhost:8000/gallery/combination-originals/1de511b3-0217-41f6-9f83-4f718aa3d83a.svg
Simple Human Figure Symbol,de7e132d-7335-404c-ba94-0dc5f8acf724,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=de7e132d-7335-404c-ba94-0dc5f8acf724,http://localhost:8000/gallery/combination-originals/de7e132d-7335-404c-ba94-0dc5f8acf724.svg
Simple Percentage Symbol,b6714fe0-b147-4d47-a0f0-425cf97aee98,5,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=b6714fe0-b147-4d47-a0f0-425cf97aee98,http://localhost:8000/gallery/combination-originals/b6714fe0-b147-4d47-a0f0-425cf97aee98.svg
Simple Question Mark Symbol,eb0fc6ce-ceab-4fe9-a55e-5a7e98c04d7a,15,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=eb0fc6ce-ceab-4fe9-a55e-5a7e98c04d7a,http://localhost:8000/gallery/combination-originals/eb0fc6ce-ceab-4fe9-a55e-5a7e98c04d7a.svg
Simple Shopping Bag,a00cf782-226f-44d9-baca-8f8157db6f9a,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=a00cf782-226f-44d9-baca-8f8157db6f9a,http://localhost:8000/gallery/combination-originals/a00cf782-226f-44d9-baca-8f8157db6f9a.svg
Simple Water Drop,01d89380-da3f-4d8c-ae1a-a259c8c619ae,3,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=01d89380-da3f-4d8c-ae1a-a259c8c619ae,http://localhost:8000/gallery/combination-originals/01d89380-da3f-4d8c-ae1a-a259c8c619ae.svg
Single Nature Leaf,164d9e51-fa44-4293-94e6-d83af50f3387,4,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=164d9e51-fa44-4293-94e6-d83af50f3387,http://localhost:8000/gallery/combination-originals/164d9e51-fa44-4293-94e6-d83af50f3387.svg
Single Roasted Coffee Bean,49c7ba4a-3465-4f47-bc5e-ebc126adebb0,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=49c7ba4a-3465-4f47-bc5e-ebc126adebb0,http://localhost:8000/gallery/combination-originals/49c7ba4a-3465-4f47-bc5e-ebc126adebb0.svg
Six Dots Drag Handle,b1a71762-cfed-4c31-8dc5-4cfaea8d5909,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=b1a71762-cfed-4c31-8dc5-4cfaea8d5909,http://localhost:8000/gallery/combination-originals/b1a71762-cfed-4c31-8dc5-4cfaea8d5909.svg
Sixteen By Nine Aspect Ratio,b2c5933c-a7bb-4f0b-8d93-88dcd37a3d38,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=b2c5933c-a7bb-4f0b-8d93-88dcd37a3d38,http://localhost:8000/gallery/combination-originals/b2c5933c-a7bb-4f0b-8d93-88dcd37a3d38.svg
Ski Mask Balaclava,8a4bd6ce-492d-5b6a-a9ab-d8e814463361,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=8a4bd6ce-492d-5b6a-a9ab-d8e814463361,http://localhost:8000/gallery/combination-originals/8a4bd6ce-492d-5b6a-a9ab-d8e814463361.svg
Spiral Snail Shell,7795da4a-94f4-4d32-9e97-2b2255bfc247,1,todo,,solo,"# Spiral Shell with Leaf Shaped Opening

- icon_id: spiral-shell-with-leaf-shaped-opening
- family: solo
- description: A broad circular shell outline curls inward into a loose spiral. A pointed leaf-like section overlaps or joins its lower-left opening and meets the outer contour near the bottom.
- tags: shell, spiral, leaf, curve, food, nature

- source_uuid: 7795da4a-94f4-4d32-9e97-2b2255bfc247
- reference_path: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/hotels/food_7795da4a-94f4-4d32-9e97-2b2255bfc247.svg
- source: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-14/sources/food_7795da4a-94f4-4d32-9e97-2b2255bfc247-2d376ce202b3/food_7795da4a-94f4-4d32-9e97-2b2255bfc247.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-14/33@320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-14/33@48.png

Authoring handoff: $icon-solo (48×48).

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.

Review hold / open question: The lower-left section could be the opening or body of a snail shell, or a leaf attached as a separate natural-food modifier. Its contour joins the circular form, but the object identity remains uncertain. Preserve the integrated draft TODO pending review.
Do not generate until this interpretation is reviewed.",,http://localhost:8000/gallery/primitives.html?status=all&q=7795da4a-94f4-4d32-9e97-2b2255bfc247,http://localhost:8000/gallery/combination-originals/7795da4a-94f4-4d32-9e97-2b2255bfc247.svg
Square Media Play Button,6b4412f7-032d-41f0-8fc2-900f19c95ff0,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=6b4412f7-032d-41f0-8fc2-900f19c95ff0,http://localhost:8000/gallery/combination-originals/6b4412f7-032d-41f0-8fc2-900f19c95ff0.svg
Square Video Play Button,94471a3a-03a7-46be-8c90-49f47745960a,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=94471a3a-03a7-46be-8c90-49f47745960a,http://localhost:8000/gallery/combination-originals/94471a3a-03a7-46be-8c90-49f47745960a.svg
