Number,Icon,Status,Kind,Categories,Findings,Python source
140,paragraph-two-column-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/paragraph_two_column_sub32_ae53c84e_ee3a_4727_8ba4_a655774e41c6.py
141,pdf-trefoil-logo-sub32,fail,symbol,Spacing,"holes/pinches: 3 undersized holes; 0 pinches
internal-spacing [path-3-1]: p3-r1-1 and p3-r1-3 have 0.3691 units of ink clearance over 2.7274 units; requires 2; review required
internal-spacing [path-4-1]: p4-r1-2 and p4-r1-4 have 1.0177 units of ink clearance over 2.9754 units; requires 2; review required",icon_set/model/icons/symbol/pdf_trefoil_logo_sub32_e5772ae5_6260_4859_a6ab_c6216f211330.py
142,peercoin-sub32,fail,symbol,Bounds; Spacing; Grid,"style/grid [p1-r1-3]: radius_x must be a positive integer, got 8.5
style/grid [p1-r1-3]: radius_y must be a positive integer, got 8.5
canvas/keyshape bounds: visible ink (3, 0, 29.5, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 0.5, 0.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-4 and p2-r1-1 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/peercoin_sub32_e015513e_29e5_48ae_ad99_806d5a1b0b1e.py
143,pencil-cup-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-3 and p3-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-4 and p2-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/pencil_cup_sub32_104c25ae_97c3_4c5b_897d_6e2ec2b026fa.py
144,penguin-face-sub32,fail,symbol,Spacing,"mic [path-1-1]: parallel straight edges p1-r1-5 and p3-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p1-r1-2 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/penguin_face_sub32_7fb9d8b6_5c9c_4e36_aceb_97028cd8dac8.py
145,percentage-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/percentage_sub32_1719c236_69d1_4b4e_8346_b1533e9728e9.py
146,person-at-information-stand-sub32,fail,symbol,Other,holes/pinches: 1 undersized holes; 0 pinches,icon_set/model/icons/symbol/person_at_information_stand_sub32_eea8ca50_446e_430e_a8d9_e9f719afa8b6.py
147,person-digging-with-shovel-sub32,fail,symbol,Other,holes/pinches: 1 undersized holes; 0 pinches,icon_set/model/icons/symbol/person_digging_with_shovel_sub32_15a300e5_b82d_4912_8a2a_869d03bdf837.py
148,person-in-car-seat-sub32,fail,symbol,Spacing,mic [path-4-1]: parallel straight edges p4-r1-1 and p3-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal),icon_set/model/icons/symbol/person_in_car_seat_sub32_6ecd4032_1f65_4fa1_8af7_1cf770b292d3.py
149,person-in-ski-mask-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-1 and p2-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-3 and p3-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: path-1-1 and path-2-1 are 5.76343 apart on centerlines nearest (6.10858, 8.1894)<->(11.288, 10.7173); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/person_in_ski_mask_sub32_331d4b6a_2a43_520f_b93c_bc9a0f5e1062.py
150,person-kicking-ball-sub32,fail,symbol,Spacing,"mic [path-1-1]: path-1-1 and path-2-1 are 5.84886 apart on centerlines nearest (18.379, 9.65684)<->(16, 15); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
holes/pinches: 1 undersized holes; 0 pinches",icon_set/model/icons/symbol/person_kicking_ball_sub32_33e0f679_82d2_4c2a_b9d1_af30c1a9b528.py
151,person-pushing-forward-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 2.17945, 32, 32) does not match the SQUARE envelope (0, 0, 32, 32) (deltas [0.0, 2.1794, 0.0, 0.0], tolerance 0.0)
holes/pinches: 1 undersized holes; 0 pinches",icon_set/model/icons/symbol/person_pushing_forward_sub32_e79b2a91_32af_425a_ad81_cd97e615caef.py
152,person-pushing-wall-sub32,fail,symbol,Spacing,"holes/pinches: 1 undersized holes; 0 pinches
internal-spacing [path-4-1 / path-5-1]: p4-r1-1 and p5-r1-1 have -0.2085 units of ink clearance over 5.75 units; requires 2; review required",icon_set/model/icons/symbol/person_pushing_wall_sub32_fe641fda_6a23_4dc4_970c_90a6fe33f671.py
153,person-silhouette-outline-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/person_silhouette_outline_sub32_1bbf46af_b1e3_4c99_a128_75a6fbed4550.py
154,person-silhouette-wavy-sub32,fail,symbol,Spacing,mic [path-1-1]: parallel straight edges p1-r1-10 and p1-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal),icon_set/model/icons/symbol/person_silhouette_wavy_sub32_01aff74c_6e7d_4c53_9e84_005da220b852.py
155,person-sitting-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-1 and p2-r1-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/person_sitting_sub32_4c8005a6_de74_49df_bc2e_e2c42b099091.py
156,person-slipping-backward-sub32,fail,symbol,Spacing,"mic [path-1-1]: path-1-1 and path-5-1 are 5.84886 apart on centerlines nearest (18.379, 9.65684)<->(16.0036, 15.0016); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/person_slipping_backward_sub32_7f0ac7d1_2c65_44de_9523_d762d29b36e3.py
157,person-standing-body-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/person_standing_body_sub32_ec7a6da0_b454_410a_8b8d_1cebad7fa490.py
158,person-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-2-1 are 5 apart on centerlines nearest (16, 12)<->(16, 17); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/person_sub32_39d4dade_8ad3_48bc_a8ba_99e528562c38.py
159,person-with-presentation-board-sub32,fail,symbol,Bounds; Spacing; Grid,"style/grid [p1-r1-4]: radius_x must be a positive integer, got 1.118033988749895
style/grid [p1-r1-4]: radius_y must be a positive integer, got 1.118033988749895
canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: path-2-1 and path-3-1 are 4.40687 apart on centerlines nearest (24.1204, 13.998)<->(24.2826, 18.4019); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/person_with_presentation_board_sub32_9fa20be8_04fc_4e2a_a019_e3c81b35c5a7.py
160,personal-hotspot-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-5 and p1-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: path-1-1 and path-2-1 are 5.84064 apart on centerlines nearest (20, 12)<->(25.6985, 13.2806); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/personal_hotspot_sub32_45b73137_0503_4586_8373_394aa93d3ff8.py
161,personal-hotspot-symbol-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/personal_hotspot_symbol_sub32_c4cba21b_2373_4c7e_bc83_c6a4dfef5c0f.py
162,personal-watercraft-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-3 and p3-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/personal_watercraft_sub32_0a399a9e_7cbc_42d5_93cf_c819c7a3329e.py
163,peso-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29.0006, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 0.9994, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/peso_sub32_1f09e654_7651_4cdd_9495_386b62f3f878.py
164,pi-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/pi_sub32_2d02ee84_d369_4690_b442_c33909f4220f.py
165,pie-chart-and-square-sub32,fail,symbol,Spacing,"mic [path-1-1]: path-1-1 and path-3-1 are 1 apart on centerlines nearest (21, 13)<->(21, 12); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/pie_chart_and_square_sub32_17f79cde_6e3f_435d_9f0d_3ea8fa026ef2.py
166,pie-chart-with-summary-lines-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 2.91368, 32, 29.0863) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 0.9137, 0.0, 0.9137], tolerance 0.0)",icon_set/model/icons/symbol/pie_chart_with_summary_lines_sub32_ae146d04_dcf5_4d2f_b306_71d0613e6dce.py
167,plane-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
internal-spacing [path-1-1]: p1-r1-2 and p1-r1-15 have 1.4437 units of ink clearance over 2.9839 units; requires 2; review required",icon_set/model/icons/symbol/plane_sub32_39150a1e_77de_4299_ad47_aea402520e87.py
168,plunger-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-2 and p1-r1-5 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/plunger_sub32_b15b5df3_6dde_4ab7_88f6_b70887ad1a96.py
169,police-head-with-peaked-cap-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-1 and p1-r1-4 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 2 undersized holes; 0 pinches
internal-spacing [path-1-1 / path-2-1]: p1-r1-4 and p2-r1-1 have 1 units of ink clearance over 15 units; requires 2; review required",icon_set/model/icons/symbol/police_head_with_peaked_cap_sub32_9e741694_07db_4f28_b72c_946169303fc6.py
170,printer-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-2 and p3-r1-6 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/printer_sub32_bc729945_8aaa_491d_aca1_a1e38b49262c.py
171,qr-code-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-2 and p1-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/qr_code_sub32_15a95f5f_69dc_4853_b36a_97fec97a9e68.py
172,quality-award-check-content-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-3-1 are 1.04238 apart on centerlines nearest (8.69049, 21.2191)<->(8, 22); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-1-1]: path-1-1 and path-4-1 are 1.04238 apart on centerlines nearest (23.3095, 21.2191)<->(24, 22); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
holes/pinches: 2 undersized holes; 0 pinches
mic [path-1-1]: path-1-1 and path-2-1 are 5.99955 apart on centerlines nearest (5.0009, 12.9264)<->(11, 13); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/quality_award_check_content_sub32_53ec706a_5a03_4fa7_959b_501626056c10.py
173,rand-sub32,fail,symbol,Bounds; Grid,"style/grid [p1-r1-3]: radius_x must be a positive integer, got 8.5
style/grid [p1-r1-3]: radius_y must be a positive integer, got 8.5
canvas/keyshape bounds: visible ink (3, 0, 29.5, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 0.5, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/rand_sub32_4458e707_6b88_4e46_8b5b_6a58a4c07dc7.py
174,remove-user-content-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/remove_user_content_sub32_cfe24e77_2c14_441c_9e16_a3507e8a0079.py
175,right-reverse-turn-ahead-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/right_reverse_turn_ahead_sub32_182f0248_c380_4521_a855_6c9c834f593d.py
176,rope-climber-sub32,fail,symbol,Spacing; Grid,"style/grid [p1-r1-1]: radius_x must be a positive integer, got 2.5
style/grid [p1-r1-1]: radius_y must be a positive integer, got 2.5
style/grid [p1-r1-2]: radius_x must be a positive integer, got 2.5
style/grid [p1-r1-2]: radius_y must be a positive integer, got 2.5
mic [path-4-1]: parallel straight edges p4-r1-1 and p6-r1-1, p6-r1-2 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 0 pinches",icon_set/model/icons/symbol/rope_climber_sub32_c734cba9_11d1_47ef_9193_480b63d4bd96.py
177,round-bug-sub32,fail,symbol,Spacing,"mic [path-7-1]: parallel straight edges p7-r1-1 and p9-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-8-1]: parallel straight edges p8-r1-1 and p10-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/round_bug_sub32_d7a8728f_7d41_4594_84ad_c41d60d742d9.py
178,round-grape-bunch-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/round_grape_bunch_sub32_6eac0ad2_ae25_49cf_88fe_05d8f8b65add.py
179,rounded-cloud-722d5456-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3.99975, 32, 28) does not match the HRECT_L envelope (0, 4, 32, 28) (deltas [0.0, 0.0002, 0.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/rounded_cloud_722d5456_sub32_722d5456_d7c9_4f1d_8e45_c7093737ba2e.py
180,rounded-document-printer-with-two-paper-sections-sub32,fail,symbol,Spacing,"mic [path-1-1]: parallel straight edges p1-r1-9 and p3-r1-3, p3-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (overlap-fallback)
mic [path-3-1]: parallel straight edges p3-r1-1, p3-r1-6 and p1-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (overlap-fallback)
mic [path-1-1]: parallel straight edges p1-r1-5, p1-r1-6, p1-r1-7 and p3-r1-2 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/rounded_document_printer_with_two_paper_sections_sub32_3b22f5f0_0fdf_465b_8951_1e23238ffe7b.py
181,rounded-milk-bottle-with-flared-mouth-sub32,fail,symbol,Spacing,mic [path-1-1]: parallel straight edges p1-r1-2 and p1-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal),icon_set/model/icons/symbol/rounded_milk_bottle_with_flared_mouth_sub32_5612c8eb_6383_491c_93b7_71057a5f1e8f.py
182,sad-face-1-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/sad_face_1_sub32_c6daa8db_ea16_41b2_8d86_2c6d7cd97c5a.py
183,sad-face-smileys-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/sad_face_smileys_sub32_90663cc1_f016_4199_8cee_55a05f0d5515.py
184,sailboat-curved-sail-sub32,fail,symbol,Spacing,"mic [path-1-1]: parallel straight edges p1-r1-2 and p2-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p2-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/sailboat_curved_sail_sub32_74c318d1_397c_4a33_9a8b_1a68e1da926e.py
185,sailboat-on-waves-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 0, 32, 31.7511) does not match the SQUARE envelope (0, 0, 32, 32) (deltas [0.0, 0.0, 0.0, 0.2489], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-2 and p2-r1-2 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/sailboat_on_waves_sub32_b61a055f_e1d4_4f45_b688_2b287b42a5a9.py
186,sailboat-triangle-sail-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-3 and p2-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p2-r1-3 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 0 pinches
internal-spacing [path-2-1]: p2-r1-1 and p2-r1-3 have 1 units of ink clearance over 15 units; requires 2; review required",icon_set/model/icons/symbol/sailboat_triangle_sail_sub32_6920feca_ba55_4c5c_8e6c_032c49ca2982.py
187,scarecrow-head-on-cross-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-2 and p2-r1-1, p2-r1-2, p2-r1-3, p2-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: path-1-1 and path-4-1 are 5 apart on centerlines nearest (16, 12)<->(16, 17); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
holes/pinches: 1 undersized holes; 1 pinches",icon_set/model/icons/symbol/scarecrow_head_on_cross_sub32_c75a377e_5235_4dac_a73f_69d8f9a448de.py
188,sealed-parcel-sub32,fail,symbol,Spacing,mic [path-4-1]: parallel straight edges p4-r1-1 and p2-r1-4 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal),icon_set/model/icons/symbol/sealed_parcel_sub32_85987b30_6ed3_4843_9d07_5d661cc864ae.py
189,selection-list-with-checkmark-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/selection_list_with_checkmark_sub32_61d959f7_97b7_46a5_94a0_ea37d640fb9c.py
190,selection-square-handles-sub32,fail,symbol,Spacing,"mic [path-2-1]: parallel straight edges p2-r1-2 and p2-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-3-1]: parallel straight edges p3-r1-2 and p3-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: parallel straight edges p1-r1-2 and p1-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-4-1]: parallel straight edges p4-r1-2 and p4-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: parallel straight edges p1-r1-1 and p1-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p2-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-3-1]: parallel straight edges p3-r1-1 and p3-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-4-1]: parallel straight edges p4-r1-1 and p4-r1-3 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/selection_square_handles_sub32_46c04fa9_89bb_45fb_bcaa_de2976c20dd6.py
191,shark-fin-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/shark_fin_sub32_32524ca1_aaf5_42f1_a415_bf402a062588.py
192,ship-transportation-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
internal-spacing [path-1-1]: p1-r1-1 and p1-r1-6 have 1.0855 units of ink clearance over 2.4952 units; requires 2; review required
internal-spacing [path-1-1]: p1-r1-3 and p1-r1-5 have 1.1782 units of ink clearance over 2.75 units; requires 2; review required",icon_set/model/icons/symbol/ship_transportation_sub32_8d5fe550_1dfa_4180_b3f3_18aa73106ce5.py
193,ships-anchor-sub32,fail,symbol,Other,holes/pinches: 1 undersized holes; 0 pinches,icon_set/model/icons/symbol/ships_anchor_sub32_034b7012_646c_415d_b54b_2efd12d0ccce.py
194,ships-wheel-sub32,fail,symbol,Other,holes/pinches: 4 undersized holes; 0 pinches,icon_set/model/icons/symbol/ships_wheel_sub32_a676273a_7f74_45e5_bb3f_516f79e9941a.py
195,shirt-width-content-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-4 and p3-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: path-1-1 and path-4-1 are 5.38516 apart on centerlines nearest (10, 18)<->(5, 20); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/shirt_width_content_sub32_209827a6_da89_4cf7_a37d_a474d679eb0b.py
